suffix_a,suffix_b,id_a,id_b,calc_hash_prefix,shift_prefix,prefix_matches,role_a,role_b,levels_a,levels_b
2,3,0x006e0046,0x00ae0046,0x1ddc0ae5,19,,,,,
2,3,0x00ce0610,0x0cce0610,0x81dcc025,23,,,,CSTL;FOOD;SEVN;TMPL,CSTL;FOOD;SEVN;TMPL
2,3,0x00ce0610,0x18ce0610,0x01dcc024,24,,,,CSTL;FOOD;SEVN;TMPL,CSTL;FOOD;SEVN;TMPL
2,3,0x04041001,0x08041001,0x189e0205,23,,,,,
2,3,0x08041001,0x0e041001,0x589e0204,22,,,,,
2,3,0x080c8300,0x08148300,0x188c6224,16,,,,EVIL,EVIL;FINN;RUNN
2,3,0x08148300,0x08188300,0x1a0c6224,15,,,,EVIL;FINN;RUNN,EVIL;FINN;RUNN
2,3,0x08188300,0x081e8300,0x1b4c6224,14,,,,EVIL;FINN;RUNN,EVIL;FINN;RUNN
2,3,0x081d8300,0x081e8300,0x1b8c6224,13,,,,EVIL;FINN;RUNN,EVIL;FINN;RUNN
2,3,0x09ce0610,0x0ace0610,0x01dcc024,21,,,,CSTL;FOOD;SEVN;TMPL,CSTL;FOOD;SEVN;TMPL
2,3,0x0ace0610,0x0cce0610,0x01dcc024,22,,,,CSTL;FOOD;SEVN;TMPL,CSTL;FOOD;SEVN;TMPL
2,3,0x0b0811bb,0x0b081dbb,0x791eb544,7,,,,HEAD,HEAD
2,3,0x10b85810,0x10b9d810,0x0f070027,12,,,,FINN,FINN
2,3,0x10b85810,0x10bb5810,0x0f370027,13,,,,FINN,FINN
2,3,0x10b91810,0x10b9181c,0x0f3f00a7,31,,,,FINN,FINN
2,3,0x10b91810,0x10b97810,0x0f3b0027,10,,,,FINN,FINN
2,3,0x10b91810,0x10b9d810,0x0f370027,11,,,,FINN,FINN
2,3,0x10b9181c,0x10b9781c,0x0f3b01a7,10,,,,FINN,FINN
2,3,0x10b9181c,0x10b9d81c,0x0f3701a7,11,,,,FINN,FINN
2,3,0x10b94810,0x10b9481c,0x0f3500a7,31,,,,FINN,FINN
2,3,0x10b94810,0x10b95010,0x0f340027,8,,,,FINN,FINN
2,3,0x10b94810,0x10b97810,0x0f370027,9,,,,FINN,FINN
2,3,0x10b9481c,0x10b9501c,0x0f3401a7,8,,,,FINN,FINN
2,3,0x10b9481c,0x10b9781c,0x0f3701a7,9,,,,FINN,FINN
2,3,0x10b95010,0x10b9501c,0x0f3600a7,31,,,,FINN,FINN
2,3,0x10b95010,0x10b95c10,0x0f368027,7,,,,FINN,FINN
2,3,0x10b9501c,0x10b95c1c,0x0f3681a7,7,,,,FINN,FINN
2,3,0x10b95a10,0x10b95a1c,0x0f3740a7,31,,,,FINN,FINN
2,3,0x10b95a10,0x10b95c10,0x0f370027,6,,,,FINN,FINN
2,3,0x10b95a1c,0x10b95c1c,0x0f3701a7,6,,,,FINN,FINN
2,3,0x10b95c10,0x10b95c1c,0x0f3780a7,31,,,,FINN,FINN
2,3,0x10b97810,0x10b9781c,0x0f3300a7,31,,,,FINN,FINN
2,3,0x10b9d810,0x10b9d81c,0x0f2700a7,31,,,,FINN,FINN
2,3,0x18ce0610,0x28ce0610,0x01dcc024,25,,,,CSTL;FOOD;SEVN;TMPL,CSTL;FOOD;SEVN;TMPL
2,3,0x18e88310,0x18e88510,0x050c2026,6,,,,GLEN,GLEN
2,3,0x18e88510,0x18e88910,0x050c2026,7,,,,GLEN,GLEN
2,3,0x1df99931,0x1ef99931,0x872f2406,21,,,,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ
2,3,0x28a0c119,0x30a0c119,0x0c042101,24,,,,MENU,MENU
2,3,0x2a6e0410,0x326e0410,0x55dc8021,24,,,,EGGS,FOOD;TMPL
2,3,0x2e809804,0x2e811804,0xc81f02a0,12,,,,KLOG,KLOG
2,3,0x2e809804,0x2e839804,0xc82f02a0,13,,,,KLOG,KLOG
2,3,0x302010c4,0x302016c4,0x1c1e5aa3,6,,,,,
2,3,0x3080820d,0x3080840d,0x080c0383,6,,,,MENU,MENU
2,3,0x3080820d,0x30808e0d,0x080cc383,7,,,,MENU,MENU
2,3,0x3a186940,0x3a186980,0x5b112222,3,,,,CAVE;EGGS;GLID;WEED,CAVE;EGGS;GLID;WEED
2,3,0x400c989d,0x400c991d,0x198f018d,4,,,,BOIL;BRG1;CRYS;MOSS;SCIE;SNOW;SOAR;TMPL,BOIL;BRG1;CRYS;MOSS;SCIE;SNOW;SOAR;TMPL
2,3,0x400c991d,0x400c9a1d,0x198f018d,5,,,,BOIL;BRG1;CRYS;MOSS;SCIE;SNOW;SOAR;TMPL,PHRO;SCIE
2,3,0x40106054,0x4c106054,0x9a1008ad,23,,,,MEGA,MEGA
2,3,0x407801d0,0x407801dc,0x171c38ad,31,,,,GLEN,GLEN
2,3,0x408a1c10,0x408a2c10,0x095d802d,9,,,,CAVE,FOOD
2,3,0x408a1c10,0x40ea1c10,0x0d5f802d,18,,,,CAVE,CLOU
2,3,0x408a2c10,0x40ea2c10,0x0d59802d,18,,,,FOOD,WEED
2,3,0x40b18011,0x40b28011,0x0e0c000d,13,,,,MENU,MENU
2,3,0x40b28011,0x40b48011,0x0e0c000d,14,,,,MENU,MENU
2,3,0x40c21c10,0x40c22c10,0x005d802d,9,,,,BRG1,SCIE
2,3,0x40c21c10,0x40da1c10,0x015f802d,16,,,,BRG1,FINN
2,3,0x40c22c10,0x40da2c10,0x0159802d,16,,,,SCIE,EGGS
2,3,0x40da1c10,0x40da2c10,0x035d802d,9,,,,FINN,EGGS
2,3,0x40da1c10,0x40ea1c10,0x015f802d,17,,,,FINN,CLOU
2,3,0x40da2c10,0x40ea2c10,0x0159802d,17,,,,EGGS,WEED
2,3,0x40ea1c10,0x40ea2c10,0x055d802d,9,,,,CLOU,WEED
2,3,0x410800f9,0x410818f9,0x391d1d0d,8,,,,FOOD;TMPL,FOOD;TMPL
2,3,0x41ca1c10,0x42ca1c10,0x015f802d,21,,,,CRYS,CLOU
2,3,0x42ca1c10,0x44ca1c10,0x015f802d,22,,,,CLOU,TMPL
2,3,0x44ca1c10,0x48ca1c10,0x015f802d,23,,,,TMPL,CAVE;CRYS
2,3,0x46269090,0x5e269090,0xdcce102c,24,,,,WIZZ,MENU
2,3,0x462c6040,0x46346040,0xdc900a2d,16,,,,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED
2,3,0x46346040,0x46386040,0xde100a2d,15,,,,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED
2,3,0x46386040,0x463e6040,0xdf500a2d,14,,,,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED
2,3,0x48209640,0x49a09640,0x0c0eca2c,20,,,,,
2,3,0x492c8430,0x512c8430,0x3d8c842d,24,,,,WIZZ,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ
2,3,0x49609640,0x49a09640,0x3c0eca2c,19,,,,,
2,3,0x4a3ea110,0x523ea110,0x5fc8202d,24,,Menu door opens to reveal monkey animation,,MENU,EGGS
2,3,0x4a4ec094,0x524ec094,0x51c410ad,24,,,,GLEN,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLEN;GLID;HEAD;MEGA;MOSS;PHRO;RUNN;SCIE;SEVN;SOAR;TMPL;WEED;WIZZ
2,3,0x4aee0118,0x52ee0118,0x45dc212d,24,,Shriney Guard boss slamming down animation,,MEGA,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ
2,3,0x4baf8200,0x53af8200,0x6dec422d,24,,Shriney Guard boss yelling animation,,MEGA,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ
2,3,0x4c02d240,0x4c62d240,0x9c464a2c,18,,,,,
2,3,0x4c2a8850,0x542a8850,0x9d4d082d,24,,,,WIZZ,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ
2,3,0x4c62d240,0x4ca2d240,0x9c464a2c,19,,,,,
2,3,0x51200640,0x61200640,0x3c1cca2d,25,,,,,
2,3,0x512c8430,0x612c8430,0x3d8c842d,25,,,,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,FOOD;SNOW
2,3,0x52ee0118,0x62ee0118,0x45dc212d,25,,,,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,BRG1
2,3,0x53af8200,0x63af8200,0x6dec422d,25,,,,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,FOOD;SNOW
2,3,0x5a89815f,0x5ab9815f,0x4b2c29ce,17,,,,BOIL;BRG1;CLOU;CRYS;CSTL;EVIL;FOOD;MOSS;PHRO;SCIE;SNOW;SOAR;TMPL,BOIL;BRG1;CLOU;CRYS;CSTL;EVIL;FOOD;MOSS;PHRO;SCIE;SNOW;SOAR;TMPL
2,3,0x5ab9815f,0x5ad9815f,0x4b2c29ce,18,,,,BOIL;BRG1;CLOU;CRYS;CSTL;EVIL;FOOD;MOSS;PHRO;SCIE;SNOW;SOAR;TMPL,BOIL;BRG1;CLOU;CRYS;CSTL;EVIL;FOOD;MOSS;PHRO;SCIE;SNOW;SOAR;TMPL
2,3,0x60181a0c,0x61981a0c,0x0b1f43a9,20,,,Plain monkey enemy,PHRO;SCIE,BOIL;BRG1;CRYS;MOSS;SCIE;SNOW;SOAR;TMPL
2,3,0x60a91c9c,0x60aa1c9c,0x0d1f91a9,13,,,,BRG1,BRG1
2,3,0x60b98cbd,0x60b9bcbd,0x0f2f9589,9,,,,BRG1;PHRO;TMPL,BRG1
2,3,0x61581a0c,0x61981a0c,0x3b1f43a9,19,,,Plain monkey enemy,BOIL;BRG1;CRYS;MOSS;SCIE;SNOW;SOAR;TMPL,BOIL;BRG1;CRYS;MOSS;SCIE;SNOW;SOAR;TMPL
2,3,0x620ec210,0x7a0ec210,0x59c44028,24,,,,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;MOSS;PHRO;SCIE;SNOW;TMPL;WEED,EGGS
2,3,0x62318245,0x7a318245,0x5e2c4a88,24,,,,,
2,3,0x6a351094,0x6c351094,0x1ebe10a8,22,,,,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FINN;FOOD;GLEN;GLID;HEAD;KLOG;MEGA;MENU;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FINN;FOOD;GLEN;GLID;HEAD;KLOG;MEGA;MENU;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ
2,3,0x6d209c95,0xed209c94,0xbc0f9098,28,,,,CSTL,CSTL
2,3,0x70204350,0x70404350,0x1814682b,18,,,,,
2,3,0x7c108242,0x7c108244,0x9a0c4a2a,30,,,,,
2,3,0x800da102,0x800da11a,0x19a82375,0,,,,KLOG,KLOG
2,3,0x800da102,0x800da132,0x19a82075,1,,,,KLOG,KLOG
2,3,0x800da116,0x800da11a,0x19a82075,31,,,,KLOG,KLOG
2,3,0x800da132,0x800da152,0x19a82075,2,,,,KLOG,KLOG
2,3,0x81421850,0x82421850,0x105f0835,21,,,,WIZZ,WIZZ
2,3,0xa9387d8c,0xc9387d8c,0x3f13b3b4,26,,,,CLOU,CLOU
2,3,0xb0107444,0xb0d07444,0x12128ab3,19,,,,,
2,3,0xb0107444,0xb1907444,0x0a128ab3,20,,,,,
2,3,0xb0807444,0xb0b07444,0x0a128ab3,17,,,,,
2,3,0xb0b07444,0xb0d07444,0x0a128ab3,18,,,,,
2,3,0xb1907444,0xb2907444,0x0a128ab3,21,,,,,
2,3,0xb468d0c6,0xb868d0c6,0x15061af3,23,,,,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLEN;GLID;HEAD;MEGA;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLEN;GLID;HEAD;MEGA;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ
2,3,0xb868d0c6,0xbe68d0c6,0x55061af2,22,,,,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLEN;GLID;HEAD;MEGA;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLEN;GLID;HEAD;MEGA;MOSS;PHRO;RUNN;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ
2,3,0xc8648260,0xc864b260,0x148e4e3c,9,,,,,
2,3,0xc864b260,0xc864d260,0x148e4e3c,10,,,,,
2,3,0xe00e989d,0xe00e991d,0x19cf0199,4,,,,BOIL;BRG1;CRYS;MOSS;SCIE;SNOW;SOAR;TMPL,BOIL;BRG1;CRYS;MOSS;SCIE;SNOW;SOAR;TMPL
2,3,0xf03391e9,0xf033a1e9,0x1e6c3f1b,9,,,,,
3,4,0x006e0046,0x00ae0046,0x1ddc0ae5,18,,,,,
3,4,0x00ce0610,0x0cce0610,0x81dcc025,22,,,,CSTL;FOOD;SEVN;TMPL,CSTL;FOOD;SEVN;TMPL
3,4,0x00ce0610,0x18ce0610,0x01dcc024,23,,,,CSTL;FOOD;SEVN;TMPL,CSTL;FOOD;SEVN;TMPL
3,4,0x04041001,0x08041001,0x189e0205,22,,,,,
3,4,0x08041001,0x0e041001,0x589e0204,21,,,,,
3,4,0x080c8300,0x08148300,0x188c6224,15,,,,EVIL,EVIL;FINN;RUNN
3,4,0x08148300,0x08188300,0x1a0c6224,14,,,,EVIL;FINN;RUNN,EVIL;FINN;RUNN
3,4,0x08188300,0x081e8300,0x1b4c6224,13,,,,EVIL;FINN;RUNN,EVIL;FINN;RUNN
3,4,0x081d8300,0x081e8300,0x1b8c6224,12,,,,EVIL;FINN;RUNN,EVIL;FINN;RUNN
3,4,0x09ce0610,0x0ace0610,0x01dcc024,20,,,,CSTL;FOOD;SEVN;TMPL,CSTL;FOOD;SEVN;TMPL
3,4,0x0ace0610,0x0cce0610,0x01dcc024,21,,,,CSTL;FOOD;SEVN;TMPL,CSTL;FOOD;SEVN;TMPL
3,4,0x0b0811bb,0x0b081dbb,0x791eb544,6,,,,HEAD,HEAD
3,4,0x10b85810,0x10b9d810,0x0f070027,11,,,,FINN,FINN
3,4,0x10b85810,0x10bb5810,0x0f370027,12,,,,FINN,FINN
3,4,0x10b91810,0x10b9181c,0x0f3f00a7,30,,,,FINN,FINN
3,4,0x10b91810,0x10b97810,0x0f3b0027,9,,,,FINN,FINN
3,4,0x10b91810,0x10b9d810,0x0f370027,10,,,,FINN,FINN
3,4,0x10b9181c,0x10b9781c,0x0f3b01a7,9,,,,FINN,FINN
3,4,0x10b9181c,0x10b9d81c,0x0f3701a7,10,,,,FINN,FINN
3,4,0x10b94810,0x10b9481c,0x0f3500a7,30,,,,FINN,FINN
3,4,0x10b94810,0x10b95010,0x0f340027,7,,,,FINN,FINN
3,4,0x10b94810,0x10b97810,0x0f370027,8,,,,FINN,FINN
3,4,0x10b9481c,0x10b9501c,0x0f3401a7,7,,,,FINN,FINN
3,4,0x10b9481c,0x10b9781c,0x0f3701a7,8,,,,FINN,FINN
3,4,0x10b95010,0x10b9501c,0x0f3600a7,30,,,,FINN,FINN
3,4,0x10b95010,0x10b95c10,0x0f368027,6,,,,FINN,FINN
3,4,0x10b9501c,0x10b95c1c,0x0f3681a7,6,,,,FINN,FINN
3,4,0x10b95a10,0x10b95a1c,0x0f3740a7,30,,,,FINN,FINN
3,4,0x10b95a10,0x10b95c10,0x0f370027,5,,,,FINN,FINN
3,4,0x10b95a1c,0x10b95c1c,0x0f3701a7,5,,,,FINN,FINN
3,4,0x10b95c10,0x10b95c1c,0x0f3780a7,30,,,,FINN,FINN
3,4,0x10b97810,0x10b9781c,0x0f3300a7,30,,,,FINN,FINN
3,4,0x10b9d810,0x10b9d81c,0x0f2700a7,30,,,,FINN,FINN
3,4,0x18ce0610,0x28ce0610,0x01dcc024,24,,,,CSTL;FOOD;SEVN;TMPL,CSTL;FOOD;SEVN;TMPL
3,4,0x18e88310,0x18e88510,0x050c2026,5,,,,GLEN,GLEN
3,4,0x18e88510,0x18e88910,0x050c2026,6,,,,GLEN,GLEN
3,4,0x1df99931,0x1ef99931,0x872f2406,20,,,,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ
3,4,0x28a0c119,0x30a0c119,0x0c042101,23,,,,MENU,MENU
3,4,0x2a6e0410,0x326e0410,0x55dc8021,23,,,,EGGS,FOOD;TMPL
3,4,0x2e809804,0x2e811804,0xc81f02a0,11,,,,KLOG,KLOG
3,4,0x2e809804,0x2e839804,0xc82f02a0,12,,,,KLOG,KLOG
3,4,0x302010c4,0x302016c4,0x1c1e5aa3,5,,,,,
3,4,0x3080820d,0x3080840d,0x080c0383,5,,,,MENU,MENU
3,4,0x3080820d,0x30808e0d,0x080cc383,6,,,,MENU,MENU
3,4,0x3a186940,0x3a186980,0x5b112222,2,,,,CAVE;EGGS;GLID;WEED,CAVE;EGGS;GLID;WEED
3,4,0x400c989d,0x400c991d,0x198f018d,3,,,,BOIL;BRG1;CRYS;MOSS;SCIE;SNOW;SOAR;TMPL,BOIL;BRG1;CRYS;MOSS;SCIE;SNOW;SOAR;TMPL
3,4,0x400c991d,0x400c9a1d,0x198f018d,4,,,,BOIL;BRG1;CRYS;MOSS;SCIE;SNOW;SOAR;TMPL,PHRO;SCIE
3,4,0x40106054,0x4c106054,0x9a1008ad,22,,,,MEGA,MEGA
3,4,0x407801d0,0x407801dc,0x171c38ad,30,,,,GLEN,GLEN
3,4,0x408a1c10,0x408a2c10,0x095d802d,8,,,,CAVE,FOOD
3,4,0x408a1c10,0x40ea1c10,0x0d5f802d,17,,,,CAVE,CLOU
3,4,0x408a2c10,0x40ea2c10,0x0d59802d,17,,,,FOOD,WEED
3,4,0x40b18011,0x40b28011,0x0e0c000d,12,,,,MENU,MENU
3,4,0x40b28011,0x40b48011,0x0e0c000d,13,,,,MENU,MENU
3,4,0x40c21c10,0x40c22c10,0x005d802d,8,,,,BRG1,SCIE
3,4,0x40c21c10,0x40da1c10,0x015f802d,15,,,,BRG1,FINN
3,4,0x40c22c10,0x40da2c10,0x0159802d,15,,,,SCIE,EGGS
3,4,0x40da1c10,0x40da2c10,0x035d802d,8,,,,FINN,EGGS
3,4,0x40da1c10,0x40ea1c10,0x015f802d,16,,,,FINN,CLOU
3,4,0x40da2c10,0x40ea2c10,0x0159802d,16,,,,EGGS,WEED
3,4,0x40ea1c10,0x40ea2c10,0x055d802d,8,,,,CLOU,WEED
3,4,0x410800f9,0x410818f9,0x391d1d0d,7,,,,FOOD;TMPL,FOOD;TMPL
3,4,0x41ca1c10,0x42ca1c10,0x015f802d,20,,,,CRYS,CLOU
3,4,0x42ca1c10,0x44ca1c10,0x015f802d,21,,,,CLOU,TMPL
3,4,0x44ca1c10,0x48ca1c10,0x015f802d,22,,,,TMPL,CAVE;CRYS
3,4,0x46269090,0x5e269090,0xdcce102c,23,,,,WIZZ,MENU
3,4,0x462c6040,0x46346040,0xdc900a2d,15,,,,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED
3,4,0x46346040,0x46386040,0xde100a2d,14,,,,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED
3,4,0x46386040,0x463e6040,0xdf500a2d,13,,,,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED,BOIL;CAVE;CRYS;CSTL;EGGS;GLID;MOSS;SEVN;SNOW;WEED
3,4,0x48209640,0x49a09640,0x0c0eca2c,19,,,,,
3,4,0x492c8430,0x512c8430,0x3d8c842d,23,,,,WIZZ,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ
3,4,0x49609640,0x49a09640,0x3c0eca2c,18,,,,,
3,4,0x4a3ea110,0x523ea110,0x5fc8202d,23,,Menu door opens to reveal monkey animation,,MENU,EGGS
3,4,0x4a4ec094,0x524ec094,0x51c410ad,23,,,,GLEN,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLEN;GLID;HEAD;MEGA;MOSS;PHRO;RUNN;SCIE;SEVN;SOAR;TMPL;WEED;WIZZ
3,4,0x4aee0118,0x52ee0118,0x45dc212d,23,,Shriney Guard boss slamming down animation,,MEGA,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ
3,4,0x4baf8200,0x53af8200,0x6dec422d,23,,Shriney Guard boss yelling animation,,MEGA,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ
3,4,0x4c02d240,0x4c62d240,0x9c464a2c,17,,,,,
3,4,0x4c2a8850,0x542a8850,0x9d4d082d,23,,,,WIZZ,BOIL;BRG1;CAVE;CLOU;CRYS;CSTL;EGGS;EVIL;FOOD;GLID;HEAD;MEGA;MOSS;PHRO;SCIE;SEVN;SNOW;SOAR;TMPL;WEED;WIZZ
3,4,0x4c62d240,0x4ca2d240,0x9c464a2c,18,,,,,
3,4,0x51200640,0x61200640,0x3c1cca2d,24,,,,,
