id_hex,id_dec,kinds,popcount,n_builds,beta,demo_eu,demo_jp,pal_d1,pal_d2,pal_d3,jp,us
0x4c62d240,1281544768,audio,11,6,1,0,0,1,1,1,1,1
0x4ca2d240,1285739072,audio,11,6,1,0,0,1,1,1,1,1
0x4cddccd8,1289604312,audio,17,8,1,1,1,1,1,1,1,1
0x4d09d01c,1292488732,sprite|anim,12,6,1,0,0,1,1,1,1,1
0x4e05b540,1308996928,anim,12,6,1,0,0,1,1,1,1,1
0x50008340,1342210880,audio,6,8,1,1,1,1,1,1,1,1
0x502141c3,1344356803,audio,10,8,1,1,1,1,1,1,1,1
0x502840c3,1344815299,audio,9,8,1,1,1,1,1,1,1,1
0x50408b61,1346407265,audio,10,8,1,1,1,1,1,1,1,1
0x5050c643,1347470915,audio,11,8,1,1,1,1,1,1,1,1
0x506e8654,1349420628,audio,13,8,1,1,1,1,1,1,1,1
0x507883c3,1350075331,audio,13,8,1,1,1,1,1,1,1,1
0x50f08207,1357939207,audio,11,8,1,1,1,1,1,1,1,1
0x5101c047,1359069255,audio,10,6,1,0,0,1,1,1,1,1
0x51200640,1361053248,audio,7,6,1,0,0,1,1,1,1,1
0x512061c1,1361076673,audio,10,8,1,1,1,1,1,1,1,1
0x512c8430,1361871920,sprite,10,6,1,1,1,1,0,0,1,1
0x518b11b2,1368068530,sprite|anim,13,6,1,0,0,1,1,1,1,1
0x51910816,1368459286,audio,10,8,1,1,1,1,1,1,1,1
0x52186e1c,1377332764,sprite|anim,13,6,1,0,0,1,1,1,1,1
0x522ae046,1378541638,sprite,12,1,0,0,0,0,0,1,0,0
0x5238cd10,1379454224,sprite|anim,12,6,1,0,0,1,1,1,1,1
0x523ea110,1379836176,sprite,12,4,1,0,0,1,0,0,1,1
0x524ec094,1380892820,sprite,12,6,1,1,1,1,0,0,1,1
0x527f0454,1384055892,sprite,14,1,0,0,0,0,1,0,0,0
0x52a08394,1386251156,sprite|anim,11,8,1,1,1,1,1,1,1,1
0x52a28ad3,1386384083,sprite,14,1,0,0,0,0,0,1,0,0
0x52ee0118,1391329560,sprite,12,6,1,1,1,1,0,0,1,1
0x53209c1c,1394646044,sprite|anim,12,8,1,1,1,1,1,1,1,1
0x53608b64,1398836068,audio,13,8,1,1,1,1,1,1,1,1
0x53af8200,1404011008,sprite,12,6,1,1,1,1,0,0,1,1
0x542a8850,1412073552,sprite,10,6,1,1,1,1,0,0,1,1
0x543ae101,1413144833,sprite,12,1,0,0,0,0,1,0,0,0
0x54608016,1415610390,sprite|anim,9,8,1,1,1,1,1,1,1,1
0x563ba142,1446748482,audio,14,8,1,1,1,1,1,1,1,1
0x56a1c2c0,1453441728,audio,12,6,1,0,0,1,1,1,1,1
0x581e0893,1478363283,sprite,12,1,0,0,0,0,1,0,0,0
0x5821c242,1478607426,audio,10,6,1,0,0,1,1,1,1,1
0x5822c080,1478672512,sprite|anim,8,8,1,1,1,1,1,1,1,1
0x5838cc16,1480117270,sprite|anim,13,8,1,1,1,1,1,1,1,1
0x5860c640,1482737216,audio,10,8,1,1,1,1,1,1,1,1
0x5862f614,1482880532,audio,14,6,1,0,0,1,1,1,1,1
0x5870c6e8,1483785960,audio,14,6,1,0,0,1,1,1,1,1
0x5900c41e,1493222430,sprite|anim,11,8,1,1,1,1,1,1,1,1
0x5a088840,1510508608,sprite|anim,8,6,1,0,0,1,1,1,1,1
0x5a204c30,1512066096,sprite|anim,10,8,1,1,1,1,1,1,1,1
0x5a2082f2,1512080114,sprite|anim,12,6,1,0,0,1,1,1,1,1
0x5a89815f,1518960991,sprite|anim,15,8,1,1,1,1,1,1,1,1
0x5ab9815f,1522106719,sprite|anim,17,8,1,1,1,1,1,1,1,1
0x5ad9815f,1524203871,sprite|anim,17,8,1,1,1,1,1,1,1,1
0x5d2ce434,1563223092,sprite|anim,15,8,1,1,1,1,1,1,1,1
0x5d40a249,1564516937,audio,12,8,1,1,1,1,1,1,1,1
0x5e064232,1577468466,sprite,12,1,0,0,0,0,1,0,0,0
0x5e269090,1579585680,sprite,12,3,1,0,0,1,0,0,0,1
0x5e2cb03b,1579987003,sprite,16,1,0,0,0,0,0,1,0,0
0x60041650,1610880592,audio,8,6,1,0,0,1,1,1,1,1
0x60181a0c,1612192268,sprite|anim,9,8,1,1,1,1,1,1,1,1
0x603588e8,1614121192,audio,12,6,1,0,0,1,1,1,1,1
0x60680076,1617428598,audio,10,6,1,0,0,1,1,1,1,1
0x606c8061,1617723489,audio,10,6,1,0,0,1,1,1,1,1
0x6082c120,1619181856,audio,8,8,1,1,1,1,1,1,1,1
0x60830860,1619200096,audio,8,8,1,1,1,1,1,1,1,1
0x60889602,1619564034,audio,9,8,1,1,1,1,1,1,1,1
0x60a91c9c,1621695644,sprite|anim,13,6,1,0,0,1,1,1,1,1
0x60a91d9c,1621695900,anim,14,6,1,0,0,1,1,1,1,1
0x60aa1c9c,1621761180,sprite|anim,13,6,1,0,0,1,1,1,1,1
0x60aa1e9c,1621761692,anim,14,6,1,0,0,1,1,1,1,1
0x60b8bc9c,1622719644,sprite|anim,15,8,1,1,1,1,1,1,1,1
0x60b93cbd,1622752445,sprite|anim,17,6,1,0,0,1,1,1,1,1
0x60b98cbd,1622772925,sprite|anim,16,8,1,1,1,1,1,1,1,1
0x60b9bcbd,1622785213,sprite|anim,18,6,1,0,0,1,1,1,1,1
0x60de1050,1625165904,sprite|anim,11,6,1,0,0,1,1,1,1,1
0x611c5804,1629247492,sprite|anim,10,8,1,1,1,1,1,1,1,1
0x61200640,1629488704,audio,7,8,1,1,1,1,1,1,1,1
0x612010c9,1629491401,audio,9,6,1,0,0,1,1,1,1,1
0x612c8430,1630307376,sprite,10,6,1,1,1,1,0,0,1,1
0x61581a0c,1633163788,sprite|anim,11,8,1,1,1,1,1,1,1,1
0x61841021,1636044833,audio,8,8,1,1,1,1,1,1,1,1
0x61981a0c,1637358092,sprite|anim,11,8,1,1,1,1,1,1,1,1
0x61a91c9c,1638472860,sprite|anim,14,6,1,0,0,1,1,1,1,1
0x62000441,1644168257,audio,6,6,1,0,0,1,1,1,1,1
0x620ec210,1645134352,sprite,10,6,1,1,1,1,0,0,1,1
0x6220a452,1646306386,audio,10,6,1,0,0,1,1,1,1,1
0x622640bc,1646674108,sprite,12,1,0,0,0,0,0,1,0,0
0x62318245,1647411781,audio,11,6,1,0,0,1,1,1,1,1
0x628d8898,1653442712,sprite,12,1,0,0,0,0,1,0,0,0
0x62aa1c9c,1655315612,sprite|anim,14,6,1,0,0,1,1,1,1,1
0x62ee0118,1659765016,sprite,12,4,1,0,0,1,0,0,1,1
0x63848e59,1669631577,sprite|anim,14,8,1,1,1,1,1,1,1,1
0x63af8200,1672446464,sprite,12,6,1,1,1,1,0,0,1,1
0x64221e61,1679957601,audio,12,8,1,1,1,1,1,1,1,1
0x643ae101,1681580289,sprite,12,1,0,0,0,0,1,0,0,0
0x646c2cc0,1684810944,audio,12,8,1,1,1,1,1,1,1,1
0x64bb1cbe,1689984190,sprite|anim,18,8,1,1,1,1,1,1,1,1
0x65281e40,1697128000,audio,11,8,1,1,1,1,1,1,1,1
0x657c322c,1702638124,sprite|anim,15,8,1,1,1,1,1,1,1,1
0x66017821,1711372321,audio,11,6,1,0,0,1,1,1,1,1
0x662096e9,1713411817,audio,14,6,1,0,0,1,1,1,1,1
0x68009240,1744867904,audio,7,8,1,1,1,1,1,1,1,1
0x682080cd,1746960589,audio,10,6,1,0,0,1,1,1,1,1
0x686c1c97,1751915671,audio,15,8,1,1,1,1,1,1,1,1
0x68c01218,1757418008,sprite|anim,9,5,1,0,0,1,1,1,0,1
0x68c0f413,1757475859,sprite|anim,13,8,1,1,1,1,1,1,1,1
0x69588258,1767408216,sprite|anim,12,6,1,0,0,1,1,1,1,1
0x69c04050,1774207056,sprite|anim,9,8,1,1,1,1,1,1,1,1
0x69c8f473,1774777459,sprite|anim,17,8,1,1,1,1,1,1,1,1
0x6a351094,1781862548,sprite|anim,12,8,1,1,1,1,1,1,1,1
0x6ae1a244,1793172036,audio,13,8,1,1,1,1,1,1,1,1
0x6aec0c32,1793854514,sprite,14,1,0,0,0,0,1,0,0,0
0x6c22083a,1814169658,sprite|anim,11,6,1,0,0,1,1,1,1,1
0x6c289c1c,1814600732,sprite|anim,13,6,1,0,0,1,1,1,1,1
0x6c351094,1815416980,sprite|anim,12,8,1,1,1,1,1,1,1,1
0x6d209c95,1830853781,sprite|anim,14,6,1,0,0,1,1,1,1,1
0x6e064232,1845903922,sprite,12,1,0,0,0,0,1,0,0,0
0x6e2cb03b,1848422459,sprite,16,1,0,0,0,0,0,1,0,0
0x7000c248,1879097928,audio,8,8,1,1,1,1,1,1,1,1
0x7003474c,1879263052,audio,12,8,1,1,1,1,1,1,1,1
0x70204350,1881162576,audio,9,6,1,0,0,1,1,1,1,1
0x70404350,1883259728,audio,9,8,1,1,1,1,1,1,1,1
0x70a09ce1,1889574113,audio,13,6,1,0,0,1,1,1,1,1
0x70d006d8,1892681432,audio,12,8,1,1,1,1,1,1,1,1
0x71030240,1896022592,audio,8,6,1,0,0,1,1,1,1,1
0x72a7d455,1923601493,audio,17,6,1,0,0,1,1,1,1,1
0x74044081,1946435713,audio,8,6,1,0,0,1,1,1,1,1
0x74182b40,1947740992,audio,11,8,1,1,1,1,1,1,1,1
0x746048f1,1952467185,audio,13,6,1,0,0,1,1,1,1,1
0x75189608,1964545544,sprite|anim,12,8,1,1,1,1,1,1,1,1
0x760106c1,1979778753,audio,11,8,1,1,1,1,1,1,1,1
0x7622c165,1981989221,audio,14,6,1,0,0,1,1,1,1,1
0x7623c165,1982054757,audio,15,6,1,0,0,1,1,1,1,1
0x78100250,2014315088,audio,8,8,1,1,1,1,1,1,1,1
0x78d909e0,2027489760,sprite|anim,14,8,1,1,1,1,1,1,1,1
0x7a0ec210,2047787536,sprite,12,4,1,0,0,1,0,0,1,1
0x7a2640bc,2049327292,sprite,14,1,0,0,0,0,0,1,0,0
0x7a318245,2050064965,audio,13,6,1,0,0,1,1,1,1,1
0x7a8d8898,2056095896,sprite,14,1,0,0,0,0,1,0,0,0
0x7c108242,2081456706,audio,10,6,1,0,0,1,1,1,1,1
0x7c108244,2081456708,audio,10,6,1,0,0,1,1,1,1,1
0x800da102,2148376834,sprite|anim,8,6,1,0,0,1,1,1,1,1
0x800da116,2148376854,sprite|anim,10,6,1,0,0,1,1,1,1,1
0x800da11a,2148376858,sprite|anim,10,6,1,0,0,1,1,1,1,1
0x800da132,2148376882,sprite|anim,10,6,1,0,0,1,1,1,1,1
0x800da152,2148376914,sprite|anim,10,6,1,0,0,1,1,1,1,1
0x80282799,2150115225,sprite|anim,11,8,1,1,1,1,1,1,1,1
0x804c881c,2152499228,sprite|anim,9,6,1,0,0,1,1,1,1,1
0x8068815c,2154332508,sprite|anim,10,6,1,0,0,1,1,1,1,1
0x80729081,2154991745,sprite|anim,9,8,1,1,1,1,1,1,1,1
0x80808846,2155907142,audio,7,6,1,0,0,1,1,1,1,1
0x80a0c240,2158019136,audio,7,8,1,1,1,1,1,1,1,1
0x80b92212,2159616530,sprite|anim,10,8,1,1,1,1,1,1,1,1
0x80e85ea0,2162712224,sprite|anim,12,8,1,1,1,1,1,1,1,1
0x81100030,2165309488,sprite|anim,5,5,1,0,0,1,1,1,0,1
0x8139a088,2168037512,sprite|anim,10,6,1,0,0,1,1,1,1,1
0x81421850,2168592464,sprite|anim,8,6,1,0,0,1,1,1,1,1
0x815900d0,2170093776,sprite|anim,9,8,1,1,1,1,1,1,1,1
0x82421850,2185369680,sprite|anim,8,6,1,0,0,1,1,1,1,1
0x826ca852,2188159058,audio,12,8,1,1,1,1,1,1,1,1
0x82886816,2189977622,sprite|anim,10,8,1,1,1,1,1,1,1,1
0x83248e62,2200211042,audio,12,8,1,1,1,1,1,1,1,1
0x84004480,2214610048,sprite|anim,5,8,1,1,1,1,1,1,1,1
0x8429153c,2217284924,sprite|anim,12,8,1,1,1,1,1,1,1,1
0x8508000a,2231894026,sprite|anim,6,8,1,1,1,1,1,1,1,1
0x8524a880,2233772160,sprite|anim,9,6,1,0,0,1,1,1,1,1
0x8569a090,2238292112,sprite|anim,11,6,1,0,0,1,1,1,1,1
0x880161a7,2281791911,sprite|anim,11,8,1,1,1,1,1,1,1,1
0x8818a018,2283315224,sprite|anim,8,8,1,1,1,1,1,1,1,1
0x88210498,2283865240,sprite|anim,8,6,1,0,0,1,1,1,1,1
0x88329285,2285015685,sprite|anim,11,8,1,1,1,1,1,1,1,1
0x883d14b4,2285704372,sprite|anim,13,6,1,0,0,1,1,1,1,1
0x88783718,2289579800,sprite|anim,13,8,1,1,1,1,1,1,1,1
0x888da193,2290983315,sprite|anim,13,6,1,0,0,1,1,1,1,1
0x88a16190,2292277648,sprite|anim,10,6,1,0,0,1,1,1,1,1
0x88a28194,2292351380,sprite|anim,10,8,1,1,1,1,1,1,1,1
0x88a2a230,2292359728,sprite,10,1,0,0,0,0,1,0,0,0
0x88b9833c,2293859132,sprite|anim,14,8,1,1,1,1,1,1,1,1
0x892e0c1a,2301496346,sprite,12,1,0,0,0,0,0,1,0,0
0x8a0d82a0,2316141216,sprite,10,1,0,0,0,0,0,1,0,0
0x8a1940e1,2316910817,sprite|anim,11,6,1,0,0,1,1,1,1,1
0x8a3809f2,2318928370,sprite|anim,13,6,1,0,0,1,1,1,1,1
0x8a7ce022,2323439650,sprite|anim,13,8,1,1,1,1,1,1,1,1
0x8ab92024,2327388196,sprite|anim,11,8,1,1,1,1,1,1,1,1
0x8b603980,2338339200,sprite|anim,11,8,1,1,1,1,1,1,1,1
0x8b7ce0b2,2340217010,sprite|anim,16,8,1,1,1,1,1,1,1,1
0x8c29e08c,2351554700,sprite|anim,12,6,1,0,0,1,1,1,1,1
0x8c30008c,2351956108,sprite|anim,8,6,1,0,0,1,1,1,1,1
0x8c510186,2354119046,sprite|anim,10,8,1,1,1,1,1,1,1,1
0x8d01c734,2365703988,sprite|anim,13,8,1,1,1,1,1,1,1,1
0x902c0002,2418802690,sprite|anim,6,8,1,1,1,1,1,1,1,1
0x90805c51,2424331345,audio,10,6,1,0,0,1,1,1,1,1
0x90810000,2424373248,audio,4,8,1,1,1,1,1,1,1,1
0x908254e5,2424460517,audio,12,8,1,1,1,1,1,1,1,1
0x90985240,2425901632,audio,9,8,1,1,1,1,1,1,1,1
0x90a19011,2426507281,sprite|anim,9,8,1,1,1,1,1,1,1,1
0x90a2a230,2426577456,sprite,10,1,0,0,0,0,1,0,0,0
0x90b102a1,2427519649,sprite|anim,10,8,1,1,1,1,1,1,1,1
0x90c24401,2428650497,audio,8,6,1,0,0,1,1,1,1,1
0x90d85954,2430097748,audio,13,8,1,1,1,1,1,1,1,1
0x91106183,2433769859,sprite|anim,10,8,1,1,1,1,1,1,1,1
0x912e0c1a,2435714074,sprite,12,1,0,0,0,0,0,1,0,0
0x9158a0f6,2438504694,sprite|anim,14,8,1,1,1,1,1,1,1,1
0x9180d446,2441139270,audio,11,6,1,0,0,1,1,1,1,1
0x91a9d01d,2443825181,sprite|anim,14,8,1,1,1,1,1,1,1,1
0x920d82a0,2450358944,sprite,10,1,0,0,0,0,0,1,0,0
0x9291d400,2459030528,audio,10,8,1,1,1,1,1,1,1,1
0x9299c307,2459550471,sprite|anim,14,6,1,0,0,1,1,1,1,1
0x92af8810,2460977168,sprite,12,4,1,0,0,1,0,0,1,1
0x92f8f1c0,2465788352,audio,15,8,1,1,1,1,1,1,1,1
0x93043811,2466527249,sprite|anim,10,8,1,1,1,1,1,1,1,1
0x9389b8c4,2475276484,sprite|anim,14,8,1,1,1,1,1,1,1,1
0x9629a000,2519310336,sprite|anim,9,6,1,0,0,1,1,1,1,1
0x98004092,2550153362,sprite|anim,7,8,1,1,1,1,1,1,1,1
0x980861a3,2550686115,sprite|anim,11,8,1,1,1,1,1,1,1,1
0x980c6211,2550948369,sprite|anim,10,6,1,0,0,1,1,1,1,1
0x987101b9,2557542841,sprite|anim,13,8,1,1,1,1,1,1,1,1
0x987140d0,2557558992,sprite|anim,11,6,1,0,0,1,1,1,1,1
0x98f8221e,2566398494,sprite|anim,14,8,1,1,1,1,1,1,1,1
0x991003c2,2567963586,audio,10,8,1,1,1,1,1,1,1,1
0x9918a8e2,2568530146,sprite|anim,13,8,1,1,1,1,1,1,1,1
0x9940bb40,2571156288,audio,12,8,1,1,1,1,1,1,1,1
0x9980d651,2575357521,audio,13,8,1,1,1,1,1,1,1,1
0x9b0ab1c6,2601169350,sprite|anim,15,8,1,1,1,1,1,1,1,1
0x9b2204a0,2602697888,sprite|anim,10,8,1,1,1,1,1,1,1,1
0x9c6584d2,2623898834,sprite|anim,14,6,1,0,0,1,1,1,1,1
0x9cc87050,2630381648,audio,12,8,1,1,1,1,1,1,1,1
0x9d406340,2638242624,audio,11,8,1,1,1,1,1,1,1,1
0x9d4dc260,2639118944,audio,14,8,1,1,1,1,1,1,1,1
0xa00a0c30,2685013040,sprite|anim,8,6,1,0,0,1,1,1,1,1
0xa0149114,2685702420,sprite|anim,9,6,1,0,0,1,1,1,1,1
0xa0299a4d,2687081037,sprite|anim,13,8,1,1,1,1,1,1,1,1
0xa06088c9,2690681033,audio,10,6,1,0,0,1,1,1,1,1
0xa0824440,2692891712,audio,7,6,1,0,0,1,1,1,1,1
0xa0cc18d0,2697730256,sprite|anim,11,6,1,0,0,1,1,1,1,1
0xa0cc1cd0,2697731280,sprite|anim,12,6,1,0,0,1,1,1,1,1
0xa116220c,2702582284,sprite|anim,10,6,1,0,0,1,1,1,1,1
0xa12e0c1a,2704149530,sprite,12,1,0,0,0,0,0,1,0,0
0xa2034840,2718124096,audio,8,6,1,0,0,1,1,1,1,1
0xa628e009,2787696649,sprite|anim,11,6,1,0,0,1,1,1,1,1
0xa8482860,2823301216,sprite|anim,9,8,1,1,1,1,1,1,1,1
0xa89d0ad0,2828864208,sprite|anim,13,8,1,1,1,1,1,1,1,1
0xa9228088,2837610632,sprite|anim,9,8,1,1,1,1,1,1,1,1
0xa9240484,2837709956,sprite|anim,9,8,1,1,1,1,1,1,1,1
0xa9387d8c,2839051660,sprite|anim,16,6,1,0,0,1,1,1,1,1
0xb0107444,2953868356,audio,10,8,1,1,1,1,1,1,1,1
0xb01c25f0,2954634736,sprite|anim,13,6,1,0,0,1,1,1,1,1
0xb0807444,2961208388,audio,10,8,1,1,1,1,1,1,1,1
0xb0b07444,2964354116,audio,12,8,1,1,1,1,1,1,1,1
0xb0d07444,2966451268,audio,12,8,1,1,1,1,1,1,1,1
0xb12c0854,2972452948,sprite|anim,11,6,1,0,0,1,1,1,1,1
0xb1907444,2979034180,audio,12,8,1,1,1,1,1,1,1,1
0xb2907444,2995811396,audio,12,8,1,1,1,1,1,1,1,1
0xb4011101,3019968769,sprite|anim,8,8,1,1,1,1,1,1,1,1
0xb468d0c6,3026768070,sprite|anim,14,8,1,1,1,1,1,1,1,1
0xb69c8356,3063710550,sprite|anim,16,6,1,0,0,1,1,1,1,1
0xb6c35cc0,3066256576,audio,15,8,1,1,1,1,1,1,1,1
0xb7cce25e,3083657822,sprite|anim,19,6,1,0,0,1,1,1,1,1
0xb84968b0,3091818672,sprite|anim,13,6,1,0,0,1,1,1,1,1
0xb868d0c6,3093876934,sprite|anim,14,8,1,1,1,1,1,1,1,1
0xb8700ca1,3094351009,sprite|anim,12,8,1,1,1,1,1,1,1,1
0xb92c4850,3106687056,sprite|anim,12,6,1,0,0,1,1,1,1,1
0xba094800,3121170432,sprite|anim,9,6,1,0,0,1,1,1,1,1
0xbb781481,3145208961,sprite|anim,14,8,1,1,1,1,1,1,1,1
0xbe68d0c6,3194540230,sprite|anim,16,8,1,1,1,1,1,1,1,1
0xbebce258,3200049752,sprite|anim,18,6,1,0,0,1,1,1,1,1
0xc00200c9,3221356745,audio,7,8,1,1,1,1,1,1,1,1
0xc0034658,3221440088,audio,10,8,1,1,1,1,1,1,1,1
0xc0099011,3221852177,audio,8,6,1,0,0,1,1,1,1,1
0xc0608a40,3227552320,audio,8,8,1,1,1,1,1,1,1,1
0xc2820c70,3263302768,audio,10,6,1,0,0,1,1,1,1,1
0xc2906565,3264243045,audio,13,8,1,1,1,1,1,1,1,1
0xc2911461,3264287841,audio,11,8,1,1,1,1,1,1,1,1
0xc305034b,3271885643,audio,12,8,1,1,1,1,1,1,1,1
0xc473c624,3295921700,audio,14,8,1,1,1,1,1,1,1,1
0xc48c7158,3297538392,sprite|anim,13,6,1,0,0,1,1,1,1,1
0xc672c624,3329410596,audio,14,8,1,1,1,1,1,1,1,1
0xc8099196,3356070294,sprite|anim,12,8,1,1,1,1,1,1,1,1
0xc8648260,3362030176,audio,10,6,1,0,0,1,1,1,1,1
0xc864b260,3362042464,audio,12,6,1,0,0,1,1,1,1,1
0xc864d260,3362050656,audio,12,6,1,0,0,1,1,1,1,1
0xc87ca082,3363610754,sprite|anim,12,8,1,1,1,1,1,1,1,1
0xc8830661,3364030049,audio,11,6,1,0,0,1,1,1,1,1
0xc88a346a,3364500586,audio,13,6,1,0,0,1,1,1,1,1
0xc89e9158,3365835096,sprite|anim,14,6,1,0,0,1,1,1,1,1
0xc8f90114,3371761940,sprite|anim,12,6,1,0,0,1,1,1,1,1
0xc924b098,3374624920,sprite,12,1,0,0,0,0,1,0,0,0
0xc92884e2,3374875874,audio,12,8,1,1,1,1,1,1,1,1
0xc9387d8c,3375922572,sprite|anim,16,6,1,0,0,1,1,1,1,1
0xca1006c0,3390047936,audio,9,8,1,1,1,1,1,1,1,1
0xca1b20cb,3390775499,sprite|anim,14,8,1,1,1,1,1,1,1,1
0xca223f46,3391242054,audio,15,8,1,1,1,1,1,1,1,1
0xca282402,3391628290,sprite|anim,9,6,1,0,0,1,1,1,1,1
0xca688571,3395847537,sprite,14,1,0,0,0,0,0,1,0,0
0xcaadc032,3400384562,sprite|anim,14,6,1,0,0,1,1,1,1,1
0xcc2f9805,3425671173,sprite,14,1,0,0,0,0,0,1,0,0
0xcc6c8070,3429662832,audio,12,6,1,0,0,1,1,1,1,1
0xcf36c451,3476472913,sprite,16,1,0,0,0,0,1,0,0,0
0xd02dc3d5,3492660181,sprite|anim,16,8,1,1,1,1,1,1,1,1
0xd0a14440,3500229696,audio,9,6,1,0,0,1,1,1,1,1
0xd0a5f094,3500535956,sprite|anim,14,8,1,1,1,1,1,1,1,1
0xd0b04444,3501212740,audio,10,8,1,1,1,1,1,1,1,1
0xd0cc5442,3503051842,audio,12,6,1,0,0,1,1,1,1,1
0xd124b098,3508842648,sprite,12,1,0,0,0,0,1,0,0,0
0xd144ab00,3510938368,audio,11,8,1,1,1,1,1,1,1,1
0xd167c005,3513237509,sprite|anim,13,8,1,1,1,1,1,1,1,1
0xd2688571,3530065265,sprite,14,1,0,0,0,0,0,1,0,0
0xd2801814,3531610132,sprite|anim,9,6,1,0,0,1,1,1,1,1
0xd305d045,3540373573,sprite|anim,13,8,1,1,1,1,1,1,1,1
0xd42f9805,3559888901,sprite,14,1,0,0,0,0,0,1,0,0
0xd4865c40,3565575232,audio,12,6,1,0,0,1,1,1,1,1
0xd4a094c0,3567293632,audio,11,6,1,0,0,1,1,1,1,1
0xd68e3c40,3599645760,audio,14,6,1,0,0,1,1,1,1,1
0xd6bc2450,3602654288,sprite|anim,14,8,1,1,1,1,1,1,1,1
0xd70880a4,3607658660,sprite|anim,11,6,1,0,0,1,1,1,1,1
0xd736c451,3610690641,sprite,16,1,0,0,0,0,1,0,0,0
0xd89c319a,3634114970,sprite|anim,15,6,1,0,0,1,1,1,1,1
0xd914004f,3641966671,audio,12,8,1,1,1,1,1,1,1,1
0xe00e989d,3759052957,sprite|anim,14,8,1,1,1,1,1,1,1,1
0xe00e991d,3759053085,sprite|anim,14,8,1,1,1,1,1,1,1,1
0xe0880448,3767010376,audio,8,8,1,1,1,1,1,1,1,1
0xe0c00650,3770680912,audio,9,8,1,1,1,1,1,1,1,1
0xe124b098,3777278104,sprite,12,1,0,0,0,0,1,0,0,0
0xe289c059,3800678489,sprite|anim,13,5,1,0,0,1,1,1,0,1
0xe398d28d,3818443405,sprite|anim,16,8,1,1,1,1,1,1,1,1
0xe42f9805,3828324357,sprite,14,1,0,0,0,0,0,1,0,0
0xe4834384,3833807748,sprite|anim,12,8,1,1,1,1,1,1,1,1
0xe48744c4,3834070212,audio,13,6,1,0,0,1,1,1,1,1
0xe4cb8330,3838542640,sprite|anim,14,6,1,0,0,1,1,1,1,1
0xe6182b56,3860343638,audio,15,8,1,1,1,1,1,1,1,1
0xe6830101,3867345153,sprite|anim,10,8,1,1,1,1,1,1,1,1
0xe7443a6f,3880008303,sprite|anim,18,8,1,1,1,1,1,1,1,1
0xe8628689,3898771081,sprite|anim,13,8,1,1,1,1,1,1,1,1
0xec000027,3959423015,sprite|anim,9,8,1,1,1,1,1,1,1,1
0xec95689b,3969214619,sprite|anim,17,5,1,0,0,1,1,1,0,1
0xed209c94,3978337428,sprite|anim,14,6,1,0,0,1,1,1,1,1
0xf03391e9,4029911529,audio,16,6,1,0,0,1,1,1,1,1
0xf033a1e9,4029915625,audio,16,6,1,0,0,1,1,1,1,1
0xf175320e,4050989582,sprite|anim,16,8,1,1,1,1,1,1,1,1
0xf2810224,4068540964,audio,10,6,1,0,0,1,1,1,1,1
0xf8494814,4165552148,sprite|anim,12,6,1,0,0,1,1,1,1,1
0xf936c015,4181114901,sprite|anim,15,8,1,1,1,1,1,1,1,1
0xfa100225,4195353125,sprite|anim,11,8,1,1,1,1,1,1,1,1
0xfa20cd14,4196453652,sprite|anim,14,8,1,1,1,1,1,1,1,1
0xfa700ce7,4201647335,sprite|anim,17,8,1,1,1,1,1,1,1,1
0xfaeea312,4209943314,sprite,18,1,0,0,0,0,0,1,0,0
0xfb260440,4213572672,sprite|anim,12,8,1,1,1,1,1,1,1,1
0xfc82d540,4236432704,audio,14,6,1,0,0,1,1,1,1,1
